palatable,height,color,family,name
False,0.9144000000000001,Red,Chenopodiaceae,Chenopodium rubrum
False,7.62,Purple,Bignoniaceae,Chilopsis linearis
False,0.45720000000000005,White,Pyrolaceae,Chimaphila umbellata
False,7.62,White,Oleaceae,Chionanthus virginicus
False,0.9144000000000001,White,Poaceae,Chloris gayana
False,0.9144000000000001,White,Rutaceae,Choisya dumosa
True,30.48,Yellow,Fagaceae,Chrysolepis chrysophylla var. chrysophylla
True,2.1336,Green,Fagaceae,Chrysolepis sempervirens
False,0.9144000000000001,Yellow,Asteraceae,Chrysothamnus viscidiflorus
True,0.6096,Blue,Asteraceae,Cichorium intybus
False,1.8288000000000002,White,Apiaceae,Cicuta douglasii
False,1.4935200000000002,Green,Poaceae,Cinna arundinacea
False,1.3716000000000002,Yellow,Poaceae,Cinna latifolia
False,0.27432,White,Onagraceae,Circaea alpina
False,1.2192,White,Asteraceae,Cirsium foliosum
False,6.096,White,Rutaceae,Citrus ×paradisi
False,2.49936,Green,Cyperaceae,Cladium mariscus ssp. jamaicense
False,12.192,White,Fabaceae,Cladrastis kentukea
False,0.762,Purple,Onagraceae,Clarkia gracilis
False,0.6096,Purple,Onagraceae,Clarkia pulchella
True,0.3048,White,Portulacaceae,Claytonia perfoliata
True,0.42672,White,Portulacaceae,Claytonia sibirica var. sibirica
False,0.3048,White,Ranunculaceae,Clematis ligusticifolia
False,4.572,White,Ranunculaceae,Clematis virginiana
False,1.524,Yellow,Capparaceae,Cleome isomeris
False,0.8229600000000001,Yellow,Capparaceae,Cleome lutea
False,0.6096,Yellow,Capparaceae,Cleome platycarpa
False,0.9144000000000001,Red,Capparaceae,Cleome serrulata
False,4.8768,White,Clethraceae,Clethra alnifolia
False,0.33528,Yellow,Liliaceae,Clintonia borealis
True,7.62,White,Polygonaceae,Coccoloba diversifolia
True,7.62,White,Polygonaceae,Coccoloba uvifera
True,18.288,White,Arecaceae,Cocos nucifera
False,0.9753600000000001,Green,Poaceae,Coelorachis cylindrica
False,0.6096,White,Poaceae,Coelorachis rugosa
False,1.8288000000000002,Yellow,Rosaceae,Coleogyne ramosissima
False,0.3048,Blue,Scrophulariaceae,Collinsia parviflora
False,6.096,Green,Rhamnaceae,Colubrina elliptica
False,2.4384,Yellow,Fabaceae,Colutea arborescens
False,0.3048,Blue,Commelinaceae,Commelina diffusa
False,1.0668,Blue,Commelinaceae,Commelina virginica
False,0.6096,White,Myricaceae,Comptonia peregrina
False,0.9753600000000001,Blue,Asteraceae,Conoclinium coelestinum
False,0.24384000000000003,White,Liliaceae,Convallaria majalis
False,1.524,White,Asteraceae,Conyza canadensis
False,0.5181600000000001,Purple,Scrophulariaceae,Cordylanthus maritimus
False,0.3048,Yellow,Scrophulariaceae,Cordylanthus ramosus
False,0.6096,Yellow,Asteraceae,Coreopsis lanceolata
False,0.9144000000000001,Yellow,Asteraceae,Coreopsis tinctoria
False,7.62,White,Cornaceae,Cornus alternifolia
False,3.048,White,Cornaceae,Cornus amomum
False,0.1524,White,Cornaceae,Cornus canadensis
False,6.096,White,Cornaceae,Cornus drummondii
False,9.144,White,Cornaceae,Cornus florida
False,4.8768,White,Cornaceae,Cornus foemina
True,7.9248,Yellow,Cornaceae,Cornus mas
False,15.24,Green,Cornaceae,Cornus nuttallii
False,3.048,White,Cornaceae,Cornus racemosa
False,3.048,White,Cornaceae,Cornus rugosa
False,4.8768,White,Cornaceae,Cornus sericea ssp. occidentalis
False,3.6576000000000004,White,Cornaceae,Cornus sericea ssp. sericea
False,1.524,Yellow,Poaceae,Cortaderia selloana
False,0.9144000000000001,White,Fumariaceae,Corydalis caseana
False,0.45720000000000005,Yellow,Fumariaceae,Corydalis flavula
False,3.048,White,Betulaceae,Corylus americana
True,4.572,Yellow,Betulaceae,Corylus cornuta
True,5.486400000000001,Yellow,Betulaceae,Corylus cornuta var. californica
False,3.9624,White,Rosaceae,Cotoneaster acutifolius
False,1.524,White,Rosaceae,Cotoneaster apiculatus
False,1.2192,White,Rosaceae,Cotoneaster horizontalis
True,9.144,White,Rosaceae,Crataegus ×anomala
False,7.9248,White,Rosaceae,Crataegus aestivalis
False,9.144,White,Rosaceae,Crataegus crus-galli
True,4.572,White,Rosaceae,Crataegus douglasii
True,4.8768,White,Rosaceae,Crataegus erythropoda
True,7.62,White,Rosaceae,Crataegus marshallii
False,6.096,Purple,Rosaceae,Crataegus monogyna
False,9.144,White,Rosaceae,Crataegus phaenopyrum
True,9.144,White,Rosaceae,Crataegus viridis
False,0.9144000000000001,Yellow,Asteraceae,Crepis acuminata
False,0.42672,Yellow,Asteraceae,Crepis modocensis
False,0.27432,Yellow,Asteraceae,Crepis occidentalis
False,0.3048,Yellow,Asteraceae,Crepis runcinata
False,10.0584,Green,Bignoniaceae,Crescentia cujete
False,0.24384000000000003,White,Convolvulaceae,Cressa truxillensis
False,1.524,Yellow,Fabaceae,Crotalaria juncea
False,1.524,Yellow,Fabaceae,Crotalaria spectabilis
False,16.764,Yellow,Cupressaceae,Cryptomeria japonica
True,0.3048,Yellow,Cucurbitaceae,Cucurbita foetidissima
True,4.8768,White,Rosaceae,Cydonia oblonga
False,0.39624000000000004,Green,Cyperaceae,Cyperus acuminatus
False,1.524,Green,Cyperaceae,Cyperus bipartitus
False,0.3048,Green,Cyperaceae,Cyperus compressus
False,0.762,Green,Cyperaceae,Cyperus erythrorhizos
False,0.21336,Green,Cyperaceae,Cyperus esculentus
False,0.6096,Red,Cyperaceae,Cyperus flavescens
False,0.9753600000000001,Brown,Cyperaceae,Cyperus haspan
False,0.94488,Green,Cyperaceae,Cyperus lancastriensis
False,0.6096,Brown,Cyperaceae,Cyperus odoratus
False,0.48768000000000006,Green,Cyperaceae,Cyperus polystachyos
False,0.762,Green,Cyperaceae,Cyperus pseudovegetus
False,0.9753600000000001,Brown,Cyperaceae,Cyperus strigosus
False,9.144,Yellow,Cyrillaceae,Cyrilla racemiflora
False,2.1336,Yellow,Fabaceae,Cytisus scoparius
False,1.0668,Yellow,Poaceae,Dactylis glomerata
False,0.6096,White,Fabaceae,Dalea candida var. candida
False,0.9144000000000001,Purple,Fabaceae,Dalea formosa
False,0.9144000000000001,Purple,Fabaceae,Dalea purpurea var. purpurea
False,0.45720000000000005,White,Alismataceae,Damasonium californicum
False,0.7315200000000001,Yellow,Poaceae,Danthonia compressa
False,0.45720000000000005,Yellow,Poaceae,Danthonia intermedia
False,0.24384000000000003,Green,Poaceae,Danthonia unispicata
True,4.572,White,Liliaceae,Dasylirion wheeleri
False,2.4384,Red,Lythraceae,Decodon verticillatus
False,15.24,Orange,Fabaceae,Delonix regia
False,0.6096,Purple,Ranunculaceae,Delphinium andersonii
False,2.4384,Purple,Ranunculaceae,Delphinium glaucum
False,0.9753600000000001,Yellow,Poaceae,Deschampsia beringensis
False,0.45720000000000005,Yellow,Poaceae,Deschampsia danthonioides
False,0.9144000000000001,Yellow,Poaceae,Deschampsia elongata
False,0.7924800000000001,Yellow,Poaceae,Deschampsia flexuosa
False,0.9144000000000001,White,Fabaceae,Desmanthus illinoensis
False,0.6096,White,Fabaceae,Desmanthus virgatus
False,1.2192,Purple,Fabaceae,Desmodium incanum
False,0.9144000000000001,Purple,Fabaceae,Desmodium intortum
False,0.9144000000000001,Purple,Fabaceae,Desmodium paniculatum
False,1.2192,White,Fabaceae,Desmodium perplexum
False,2.7432000000000003,Blue,Fabaceae,Desmodium tortuosum
True,0.3048,Purple,Fabaceae,Desmodium triflorum
False,0.9144000000000001,White,Hydrangeaceae,Deutzia gracilis
False,0.45720000000000005,Purple,Fumariaceae,Dicentra formosa
False,0.48768000000000006,Green,Poaceae,Dichanthelium aciculare
False,1.4935200000000002,Green,Poaceae,Dichanthelium commutatum
False,1.00584,Green,Poaceae,Dichanthelium latifolium
False,0.5181600000000001,Green,Poaceae,Dichanthelium ovale
False,0.762,Green,Poaceae,Dichanthelium scabriusculum
False,1.31064,Green,Poaceae,Dichanthelium scoparium
False,0.9144000000000001,Yellow,Poaceae,Dichanthium annulatum
False,0.9144000000000001,Yellow,Poaceae,Dichanthium aristatum
False,0.7315200000000001,Purple,Caprifoliaceae,Diervilla lonicera
False,1.524,Purple,Scrophulariaceae,Digitalis purpurea
False,1.2192,White,Poaceae,Digitaria californica
False,0.27432,Yellow,Poaceae,Digitaria ciliaris
True,16.764,Yellow,Ebenaceae,Diospyros virginiana
False,0.33528,Yellow,Poaceae,Distichlis spicata
False,0.6096,White,Primulaceae,Dodecatheon meadia
False,0.6096,Purple,Primulaceae,Dodecatheon pulchellum
False,4.572,White,Sapindaceae,Dodonaea viscosa
False,0.06096000000000001,Purple,Primulaceae,Douglasia laevigata
False,0.24384000000000003,Purple,Campanulaceae,Downingia bicornuta
False,0.24384000000000003,White,Campanulaceae,Downingia laeta
False,0.6096,Yellow,Asteraceae,Dracopis amplexicaulis
False,0.3048,Yellow,Rosaceae,Dryas drummondii
False,0.09144000000000001,White,Rosaceae,Dryas octopetala
False,0.48768000000000006,Brown,Dryopteridaceae,Dryopteris cristata
False,0.7924800000000001,Brown,Cyperaceae,Dulichium arundinaceum
False,0.36576000000000003,White,Asteraceae,Echinacea pallida
False,0.36576000000000003,Purple,Asteraceae,Echinacea purpurea
False,0.6096,Green,Poaceae,Echinochloa colona
False,1.18872,Green,Poaceae,Echinochloa frumentacea
False,1.9812,Green,Poaceae,Echinochloa walteri
False,0.9753600000000001,White,Asteraceae,Eclipta prostrata
False,1.2192,Yellow,Poaceae,Ehrharta calycina
True,10.668000000000001,Yellow,Elaeagnaceae,Elaeagnus angustifolia
True,3.6576000000000004,Yellow,Elaeagnaceae,Elaeagnus commutata
True,5.486400000000001,Yellow,Elaeagnaceae,Elaeagnus umbellata
False,0.21336,White,Cyperaceae,Eleocharis acicularis
False,0.7924800000000001,Green,Cyperaceae,Eleocharis cellulosa
False,0.6096,Green,Cyperaceae,Eleocharis compressa
False,0.9753600000000001,Green,Cyperaceae,Eleocharis equisetoides
False,0.48768000000000006,Yellow,Cyperaceae,Eleocharis obtusa
False,0.45720000000000005,Green,Cyperaceae,Eleocharis ovata
False,0.39624000000000004,Brown,Cyperaceae,Eleocharis palustris
False,0.36576000000000003,Green,Cyperaceae,Eleocharis parvula
False,1.2192,Green,Cyperaceae,Eleocharis quadrangulata
False,0.9144000000000001,Green,Cyperaceae,Eleocharis rostellata
False,0.88392,Brown,Cyperaceae,Eleocharis tenuis
False,0.8229600000000001,Purple,Asteraceae,Elephantopus carolinianus
False,1.524,Red,Ericaceae,Elliottia pyroliflora
False,0.9144000000000001,Yellow,Poaceae,Elymus canadensis
False,0.45720000000000005,Yellow,Poaceae,Elymus elymoides
False,1.00584,Yellow,Poaceae,Elymus glaucus
False,0.762,Yellow,Poaceae,Elymus lanceolatus ssp. lanceolatus
False,0.7924800000000001,Yellow,Poaceae,Elymus repens
False,1.3716000000000002,Yellow,Poaceae,Elymus riparius
False,0.9144000000000001,Yellow,Poaceae,Elymus sibiricus
False,0.9144000000000001,Yellow,Poaceae,Elymus trachycaulus
False,0.6096,Yellow,Poaceae,Elymus trachycaulus ssp. trachycaulus
False,0.85344,Yellow,Poaceae,Elymus virginicus
False,0.3048,Purple,Empetraceae,Empetrum nigrum
False,1.524,Yellow,Asteraceae,Encelia farinosa
False,1.2192,Orange,Asteraceae,Engelmannia peristenia
True,0.9144000000000001,Yellow,Ephedraceae,Ephedra nevadensis
True,0.3048,White,Ephedraceae,Ephedra torreyana
True,4.572,Yellow,Ephedraceae,Ephedra trifurca
False,0.9144000000000001,Yellow,Ephedraceae,Ephedra viridis
False,1.00584,Red,Onagraceae,Epilobium coloratum
True,0.6096,Purple,Onagraceae,Epilobium glaberrimum
False,1.09728,Red,Onagraceae,Epilobium leptophyllum
False,0.27432,Green,Equisetaceae,Equisetum arvense
False,0.9144000000000001,Green,Equisetaceae,Equisetum fluviatile
False,1.524,Green,Equisetaceae,Equisetum laevigatum
False,0.27432,Green,Equisetaceae,Equisetum sylvaticum
False,0.9144000000000001,Yellow,Poaceae,Eragrostis curvula
False,0.09144000000000001,Green,Poaceae,Eragrostis hypnoides
False,0.8229600000000001,Yellow,Poaceae,Eragrostis intermedia
False,0.9144000000000001,Yellow,Poaceae,Eragrostis lehmanniana
False,0.27432,Green,Poaceae,Eragrostis spectabilis
False,1.0668,Yellow,Poaceae,Eragrostis superba
False,1.0668,Yellow,Poaceae,Eragrostis trichodes
False,0.12192000000000001,Yellow,Poaceae,Eremochloa ophiuroides
False,1.2192,Yellow,Asteraceae,Ericameria nauseosa ssp. nauseosa var. nauseosa
False,2.4384,White,Asteraceae,Ericameria pinifolia
False,0.3048,White,Asteraceae,Erigeron compositus
False,0.24384000000000003,White,Asteraceae,Erigeron eatonii
False,0.3048,Purple,Asteraceae,Erigeron filifolius
False,0.3048,White,Asteraceae,Erigeron linearis
False,0.6096,Purple,Asteraceae,Erigeron peregrinus
False,0.3048,White,Asteraceae,Erigeron petrophilus
False,0.85344,White,Asteraceae,Erigeron philadelphicus
False,0.9144000000000001,White,Asteraceae,Erigeron strigosus
False,0.7924800000000001,White,Eriocaulaceae,Eriocaulon decangulare
False,2.4384,Purple,Hydrophyllaceae,Eriodictyon californicum
False,0.3048,Yellow,Polygonaceae,Eriogonum capistratum
False,0.9144000000000001,White,Polygonaceae,Eriogonum elatum
False,0.9144000000000001,White,Polygonaceae,Eriogonum fasciculatum
False,0.24384000000000003,Yellow,Polygonaceae,Eriogonum marifolium
False,0.33528,Purple,Polygonaceae,Eriogonum microthecum
False,0.6096,White,Polygonaceae,Eriogonum niveum
False,0.3048,Yellow,Polygonaceae,Eriogonum sphaerocephalum
False,0.67056,Yellow,Polygonaceae,Eriogonum strictum
False,0.3048,White,Polygonaceae,Eriogonum thymoides
False,0.3048,Yellow,Polygonaceae,Eriogonum umbellatum
False,0.6096,White,Polygonaceae,Eriogonum wrightii
False,0.6096,Yellow,Cyperaceae,Eriophorum angustifolium
False,0.5181600000000001,Yellow,Cyperaceae,Eriophorum gracile
False,1.18872,Green,Cyperaceae,Eriophorum virginicum
False,0.24384000000000003,Purple,Geraniaceae,Erodium botrys
False,0.762,Yellow,Brassicaceae,Erysimum capitatum var. capitatum
False,0.36576000000000003,Orange,Papaveraceae,Eschscholzia californica
False,36.576,Yellow,Myrtaceae,Eucalyptus camaldulensis
False,48.768,White,Myrtaceae,Eucalyptus globulus
False,48.768,White,Myrtaceae,Eucalyptus grandis
False,48.768,Yellow,Myrtaceae,Eucalyptus robusta
False,0.6096,Purple,Asteraceae,Eucephalus brickellioides
False,1.8288000000000002,White,Asteraceae,Eucephalus engelmannii
False,6.096,White,Myrtaceae,Eugenia rhombea
False,0.3048,Purple,Celastraceae,Euonymus fortunei
False,0.6096,Purple,Asteraceae,Eurybia glauca
False,0.9144000000000001,Purple,Asteraceae,Eurybia integrifolia
False,1.40208,Purple,Asteraceae,Eurybia macrophylla
False,1.8288000000000002,Yellow,Asteraceae,Euthamia occidentalis
False,0.6096,White,Polygonaceae,Fagopyrum esculentum
True,0.42672,White,Polygonaceae,Fagopyrum tataricum
True,24.384,Yellow,Fagaceae,Fagus grandifolia
False,1.8288000000000002,Purple,Rosaceae,Fallugia paradoxa
False,1.8288000000000002,White,Hydrangeaceae,Fendlera rupicola
False,3.3528000000000002,Orange,Cactaceae,Ferocactus wislizeni
False,0.6096,Yellow,Poaceae,Festuca arizonica
False,1.2192,Yellow,Poaceae,Festuca californica
False,0.45720000000000005,Yellow,Poaceae,Festuca campestris
False,0.6096,Yellow,Poaceae,Festuca heteromalla
False,0.6096,Yellow,Poaceae,Festuca idahoensis
False,0.9144000000000001,Yellow,Poaceae,Festuca occidentalis
False,0.1524,Yellow,Poaceae,Festuca ovina
False,0.45720000000000005,Yellow,Poaceae,Festuca rubra
False,0.36576000000000003,Yellow,Poaceae,Festuca subulata
False,0.9144000000000001,Yellow,Poaceae,Festuca subverticillata
False,0.6096,Yellow,Poaceae,Festuca thurberi
False,0.762,Purple,Poaceae,Festuca viridula
False,0.9144000000000001,Yellow,Asteraceae,Flourensia cernua
False,10.0584,Green,Oleaceae,Forestiera acuminata
False,1.8288000000000002,Yellow,Oleaceae,Forestiera pubescens var. pubescens
False,3.048,Yellow,Oleaceae,Forsythia ×intermedia
False,1.8288000000000002,Yellow,Oleaceae,Forsythia suspensa
False,1.2192,White,Hamamelidaceae,Fothergilla gardenii
False,3.048,Red,Fouquieriaceae,Fouquieria splendens
False,0.24384000000000003,White,Rosaceae,Fragaria chiloensis
False,3.6576000000000004,Yellow,Rhamnaceae,Frangula alnus
True,2.1336,Green,Rhamnaceae,Frangula betulifolia ssp. betulifolia
False,1.524,Green,Rhamnaceae,Frangula californica ssp. californica
False,6.096,Yellow,Rhamnaceae,Frangula caroliniana
False,10.668000000000001,White,Rhamnaceae,Frangula purshiana
False,9.144,White,Theaceae,Franklinia alatamaha
False,27.432000000000002,Yellow,Oleaceae,Fraxinus americana
False,6.096,Yellow,Oleaceae,Fraxinus anomala
False,11.8872,Green,Oleaceae,Fraxinus caroliniana
False,21.336000000000002,Green,Oleaceae,Fraxinus latifolia
False,19.812,White,Oleaceae,Fraxinus nigra
False,19.812,Green,Oleaceae,Fraxinus pennsylvanica
False,36.576,White,Oleaceae,Fraxinus profunda
False,12.192,Yellow,Oleaceae,Fraxinus velutina
False,3.048,Yellow,Sterculiaceae,Fremontodendron californicum
False,0.3048,Yellow,Liliaceae,Fritillaria pudica
False,0.6096,Yellow,Asteraceae,Gaillardia aristata
False,0.6096,Yellow,Asteraceae,Gaillardia pulchella
False,0.27432,Green,Rubiaceae,Galium aparine
False,1.7983200000000001,White,Rubiaceae,Galium asprellum
False,0.9144000000000001,White,Rubiaceae,Galium boreale
False,0.45720000000000005,White,Rubiaceae,Galium obtusum
True,0.3048,Yellow,Rubiaceae,Galium oreganum
False,0.24384000000000003,White,Rubiaceae,Galium tinctorium
False,0.24384000000000003,White,Rubiaceae,Galium trifidum
False,1.8288000000000002,White,Garryaceae,Garrya wrightii
True,0.1524,White,Ericaceae,Gaultheria hispidula
True,0.1524,White,Ericaceae,Gaultheria procumbens
True,1.8288000000000002,White,Ericaceae,Gaultheria shallon
True,1.2192,White,Ericaceae,Gaylussacia baccata
True,0.42672,White,Ericaceae,Gaylussacia dumosa
True,1.8288000000000002,White,Ericaceae,Gaylussacia frondosa
False,0.6096,Purple,Gentianaceae,Gentiana andrewsii
False,0.18288000000000001,Blue,Gentianaceae,Gentiana calycosa
False,0.45720000000000005,Purple,Gentianaceae,Gentiana clausa
True,0.9144000000000001,Purple,Geraniaceae,Geranium erianthum
False,0.9144000000000001,Purple,Geraniaceae,Geranium oreganum
False,0.9144000000000001,Purple,Geraniaceae,Geranium richardsonii
False,0.9144000000000001,Purple,Geraniaceae,Geranium viscosissimum
False,1.18872,White,Rosaceae,Geum canadense
False,0.94488,White,Rosaceae,Geum laciniatum
False,0.6096,Yellow,Rosaceae,Geum macrophyllum
False,0.9144000000000001,Purple,Rosaceae,Geum rivale
True,0.12192000000000001,Yellow,Rosaceae,Geum rossii var. turbinatum
True,0.45720000000000005,Purple,Rosaceae,Geum triflorum
False,0.48768000000000006,Yellow,Rosaceae,Geum vernum
False,0.27432,White,Primulaceae,Glaux maritima
False,12.192,Green,Fabaceae,Gleditsia aquatica
False,21.336000000000002,Yellow,Fabaceae,Gleditsia triacanthos
False,19.812,Green,Fabaceae,Gliricidia sepium
False,1.4935200000000002,Green,Poaceae,Glyceria borealis
False,0.9753600000000001,Green,Poaceae,Glyceria canadensis
False,1.18872,Green,Poaceae,Glyceria melicaria
False,1.00584,Green,Poaceae,Glyceria obtusa
False,1.7373600000000002,Green,Poaceae,Glyceria striata
True,0.9144000000000001,Purple,Fabaceae,Glycine max
False,1.2192,White,Fabaceae,Glycyrrhiza lepidota
False,19.812,White,Theaceae,Gordonia lasianthus
False,0.9144000000000001,Red,Chenopodiaceae,Grayia spinosa
False,32.004000000000005,Yellow,Proteaceae,Grevillea robusta
False,9.144,Blue,Zygophyllaceae,Guaiacum officinale
False,9.144,Blue,Zygophyllaceae,Guaiacum sanctum
False,0.45720000000000005,Yellow,Asteraceae,Gutierrezia sarothrae
False,30.48,White,Fabaceae,Gymnocladus dioicus
False,9.144,White,Styracaceae,Halesia carolina
True,4.572,White,Styracaceae,Halesia diptera
True,6.096,Yellow,Hamamelidaceae,Hamamelis virginiana
True,0.6096,Purple,Fabaceae,Hedysarum alpinum
False,0.6096,Red,Fabaceae,Hedysarum boreale
False,0.6096,Red,Fabaceae,Hedysarum boreale ssp. boreale var. boreale
False,0.45720000000000005,White,Fabaceae,Hedysarum sulphurescens
False,1.4935200000000002,Yellow,Asteraceae,Helenium autumnale
False,0.9753600000000001,Yellow,Asteraceae,Helenium flexuosum
False,0.6096,Yellow,Asteraceae,Helianthella uniflora
False,1.70688,Yellow,Asteraceae,Helianthus angustifolius
True,2.7432000000000003,Yellow,Asteraceae,Helianthus annuus
False,0.1524,Yellow,Asteraceae,Helianthus debilis
True,1.524,Yellow,Asteraceae,Helianthus grosseserratus
False,1.524,Yellow,Asteraceae,Helianthus maximiliani
False,3.048,Yellow,Asteraceae,Helianthus nuttallii
True,2.9870400000000004,Yellow,Asteraceae,Helianthus tuberosus
False,1.2192,White,Asteraceae,Heliopsis helianthoides var. scabra
False,0.36576000000000003,White,Boraginaceae,Heliotropium curassavicum
False,0.9144000000000001,Orange,Liliaceae,Hemerocallis
True,2.4384,White,Apiaceae,Heracleum maximum
False,1.3716000000000002,Purple,Brassicaceae,Hesperis matronalis
False,0.9144000000000001,White,Poaceae,Hesperostipa comata ssp. comata
False,1.2192,Yellow,Poaceae,Hesperostipa spartea
False,0.21336,Yellow,Poaceae,Heteropogon contortus
False,0.9144000000000001,Yellow,Asteraceae,Heterotheca villosa
False,1.3716000000000002,Yellow,Asteraceae,Heterotheca villosa var. villosa
False,1.8288000000000002,White,Saxifragaceae,Heuchera cylindrica
False,0.45720000000000005,Red,Saxifragaceae,Heuchera sanguinea
True,0.9144000000000001,White,Malvaceae,Hibiscus aculeatus
False,2.4384,Purple,Malvaceae,Hibiscus laevis
False,2.01168,White,Malvaceae,Hibiscus moscheutos
False,0.9144000000000001,White,Asteraceae,Hieracium albiflorum
False,0.6096,Orange,Asteraceae,Hieracium scouleri
False,0.6096,Yellow,Poaceae,Hierochloe odorata
False,0.24384000000000003,Yellow,Poaceae,Hilaria belangeri
False,5.486400000000001,Yellow,Elaeagnaceae,Hippophae rhamnoides
False,0.85344,Green,Hippuridaceae,Hippuris vulgaris
False,1.00584,Green,Poaceae,Holcus lanatus
False,3.6576000000000004,White,Rosaceae,Holodiscus discolor
False,0.9144000000000001,White,Rosaceae,Holodiscus dumosus
False,0.6096,Yellow,Poaceae,Hordeum brachyantherum
False,0.48768000000000006,Yellow,Poaceae,Hordeum brachyantherum ssp. californicum
False,0.36576000000000003,Yellow,Poaceae,Hordeum pusillum
True,0.762,Yellow,Poaceae,Hordeum vulgare
False,0.3048,Yellow,Cistaceae,Hudsonia tomentosa
False,21.336000000000002,Red,Euphorbiaceae,Hura crepitans
False,1.8288000000000002,White,Hydrangeaceae,Hydrangea quercifolia
False,0.45720000000000005,Blue,Hydrophyllaceae,Hydrolea quadrivalvis
False,0.3048,Purple,Hydrophyllaceae,Hydrophyllum capitatum
False,0.45720000000000005,White,Hydrophyllaceae,Hydrophyllum occidentale
False,0.9144000000000001,White,Liliaceae,Hymenocallis liriosme
False,0.6096,White,Asteraceae,Hymenoclea monogyra
False,0.24384000000000003,Yellow,Clusiaceae,Hypericum anagalloides
False,1.524,Yellow,Clusiaceae,Hypericum ascyron
False,0.24384000000000003,Yellow,Clusiaceae,Hypericum boreale
False,0.24384000000000003,Yellow,Clusiaceae,Hypericum calycinum
False,0.762,Yellow,Clusiaceae,Hypericum cistifolium
False,0.6096,Yellow,Clusiaceae,Hypericum crux-andreae
False,2.01168,Yellow,Clusiaceae,Hypericum densiflorum
False,0.6096,Yellow,Clusiaceae,Hypericum denticulatum
True,1.524,Yellow,Clusiaceae,Hypericum fasciculatum
False,0.762,Yellow,Clusiaceae,Hypericum galioides
False,0.6096,Yellow,Clusiaceae,Hypericum gentianoides
False,0.7924800000000001,Yellow,Clusiaceae,Hypericum mutilum
False,0.9753600000000001,Yellow,Clusiaceae,Hypericum prolificum
False,0.9144000000000001,Yellow,Clusiaceae,Hypericum punctatum
False,0.24384000000000003,Yellow,Liliaceae,Hypoxis hirsuta
False,0.3048,White,Brassicaceae,Iberis sempervirens
False,4.8768,Yellow,Aquifoliaceae,Ilex amelanchier
False,7.9248,Yellow,Aquifoliaceae,Ilex cassine
False,3.6576000000000004,White,Aquifoliaceae,Ilex coriacea
False,2.4384,White,Aquifoliaceae,Ilex cornuta
False,3.048,Yellow,Aquifoliaceae,Ilex crenata
False,10.0584,Yellow,Aquifoliaceae,Ilex decidua
False,2.4384,White,Aquifoliaceae,Ilex glabra
False,12.192,Yellow,Aquifoliaceae,Ilex opaca
False,3.048,White,Aquifoliaceae,Ilex verticillata
False,7.62,White,Aquifoliaceae,Ilex vomitoria
False,1.8288000000000002,Red,Malvaceae,Iliamna rivularis
False,1.4935200000000002,Yellow,Balsaminaceae,Impatiens capensis
False,2.49936,Yellow,Balsaminaceae,Impatiens pallida
False,1.524,Purple,Fabaceae,Indigofera hirsuta
False,0.3048,Red,Convolvulaceae,Ipomoea pes-caprae
False,0.9144000000000001,Red,Polemoniaceae,Ipomopsis aggregata ssp. aggregata
False,0.3048,Yellow,Iridaceae,Iris bracteata
False,1.00584,Red,Iridaceae,Iris fulva
False,0.3048,Purple,Iridaceae,Iris missouriensis
False,0.45720000000000005,Purple,Iridaceae,Iris tenax
False,1.00584,Blue,Iridaceae,Iris virginica
False,3.048,White,Grossulariaceae,Itea virginica
False,2.7432000000000003,White,Asteraceae,Iva frutescens
False,1.8288000000000002,White,Hydrangeaceae,Jamesia americana
True,24.384,Green,Juglandaceae,Juglans cinerea
False,15.24,Brown,Juglandaceae,Juglans major
True,6.096,Green,Juglandaceae,Juglans microcarpa
True,30.48,Yellow,Juglandaceae,Juglans nigra
True,18.288,White,Juglandaceae,Juglans regia
False,0.9144000000000001,Purple,Juncaceae,Juncus acuminatus
False,0.6096,Purple,Juncaceae,Juncus articulatus
False,1.0668,Red,Juncaceae,Juncus biflorus
False,0.3048,Purple,Juncaceae,Juncus biglumis
False,0.9144000000000001,Green,Juncaceae,Juncus brachycarpus
False,0.6096,Green,Juncaceae,Juncus brachycephalus
False,0.3048,Green,Juncaceae,Juncus bufonius
False,0.9753600000000001,Green,Juncaceae,Juncus canadensis
False,0.45720000000000005,Brown,Juncaceae,Juncus castaneus
False,0.45720000000000005,Brown,Juncaceae,Juncus confusus
False,0.88392,Green,Juncaceae,Juncus dichotomus
False,0.45720000000000005,Brown,Juncaceae,Juncus drummondii
False,2.01168,Brown,Juncaceae,Juncus effusus
False,0.6096,Purple,Juncaceae,Juncus ensifolius
False,0.9144000000000001,Green,Juncaceae,Juncus interior
False,0.54864,Green,Juncaceae,Juncus longistylis
False,0.6096,Brown,Juncaceae,Juncus marginatus
False,0.94488,Green,Juncaceae,Juncus megacephalus
False,0.27432,Purple,Juncaceae,Juncus mertensianus
False,0.24384000000000003,Green,Juncaceae,Juncus mexicanus
False,0.6096,Brown,Juncaceae,Juncus nevadensis
False,0.6096,Green,Juncaceae,Juncus nodosus
False,0.3048,Brown,Juncaceae,Juncus parryi
False,2.0726400000000003,Green,Juncaceae,Juncus repens
False,1.4935200000000002,Green,Juncaceae,Juncus roemerianus
False,0.9144000000000001,Green,Juncaceae,Juncus scirpoides
False,0.45720000000000005,Green,Juncaceae,Juncus secundus
False,0.67056,Green,Juncaceae,Juncus subcaudatus
